,No.,Date,Media,News_title,Sentiment(MaxEntropy),positive_word(VADER),negative_word(VADER),Year,Month,Day,Vader_Score,Sentiment(VADER),Sentiment(SparkNLP),Score(SparkNLP)
1512,28,7/11/2019 0:00,Bernama,Bank Rakyat Focuses Efforts Towards Sustainability Seriously,2,[],[],2019,November,7,-0.178,0,1,1
1513,29,7/11/2019 0:00, Bernama,bank rakyat takes sustainability efforts seriously,2,[],"['seriously', -0.1779]",2019,November,7,-0.178,0,1,1
1514,30,6/11/2019 0:00, The Coverage Bureau,"Lim Guan Eng : Rm 800 Billion Debt , Ringgit Is Asia’s Worst Currency , 521 000 Unemployment , Klse Loses Rm157 Billion , 32,000 Retrenchment & Palm Oil From Rm800 To Rm 200",2,[],"['Debt', -0.3612, 'Worst', -0.6249, 'Unemployment', -0.4404, 'Loses', -0.3182]",2019,November,6,-0.896,0,0,-0.999999997
1515,31,28/10/2019 0:00, Theedgemalaysia,"RM1,200 minimum wage still below living wage in the Klang Valley | The Edge Markets",2,[],[],2019,October,28,0,2,1,0.999639553
1516,32,28/10/2019 0:00, Thesundaily,"RM1,200 minimum wage still below living wage in Klang Valley: Economists",2,[],[],2019,October,28,0,2,0,-0.843559756
1517,33,28/10/2019 0:00,Bernama,"RM1,200 minimum wage still below living wage in the Klang valley",2,[],[],2019,October,28,0,2,1,0.06176881
1518,34,28/10/2019 0:00,The Malaysian Insight,"RM1,200 minimum wage not nearly enough in Klang Valley, says economist",2,[],[],2019,October,28,0,2,0,-0.999992611
1519,35,23/10/2019 0:00, Malaysians Must Know The Truth,Muhammed Khalid: Developers should lower prices for unsold high-end homes,2,[],"['lower', -0.296]",2019,October,23,-0.296,0,0,-0.999999998
1520,36,10/10/2019 0:00,The Star,Focus on closing the disparity gap,2,[],[],2019,October,10,0,2,0,-0.92813257
1521,37,27/9/2019 0:00,Bharian,Selangor receives the highest domestic visitor expenditure,2,[],[],2019,September,27,0,2,1,1
1522,38,20/8/2019 0:00, Newsmalaysiamsn,Malaysia's FDI rises 10.3 pct to RM667. 5bil in Q2,2,[],[],2019,August,20,0,2,1,1
1523,39,17/8/2019 0:00, Theedgemalaysia,"2Q GDP highest in five quarters, surprises market - analysts",2,"['surprises', 0.2263]",[],2019,August,17,0.226,1,1,0.999775219
1524,40,16/8/2019 0:00, Bernama,"Q2 GDP highest in 5 quarters, surprises market -- Analysts",2,"['surprises', 0.2263]",[],2019,August,16,0.226,1,1,0.999958736
1525,41,11/8/2019 0:00, New Strait Times,Social inclusion the Islamic way,2,[],[],2019,August,11,0,2,1,0.999999941
1526,42,22/7/2019 0:00, New Strait Times,Malaysia surprises sceptics over sovereign ratings,2,"['surprises', 0.2263]","['sceptics', -0.1779]",2019,July,22,0.052,1,1,1
1527,43,14/7/2019 0:00, New Strait Times,Nstleader: Business Matters,2,"['Matters', 0.0258]",[],2019,July,14,0.026,1,1,1
1528,44,22/6/2019 0:00, Dailyexpress,"census to cover 12,000 businesses",2,[],[],2019,June,22,0,2,1,0.996948789
1529,45,19/6/2019 0:00,The Star,Give more access to financing for first-time homebuyers,2,[],[],2019,June,19,0,2,1,1
1530,46,19/6/2019 0:00, Freemalaysiatoday,"Give more access to financing for first-time homebuyers, govt tells banks",2,[],[],2019,June,19,0,2,1,1
1531,47,16/5/2019 0:00, Bharian,Malaysia recorded a current account surplus of RM16.4 billion,2,[],[],2019,May,16,0,2,1,0.999943968
1532,48,7/5/2019 0:00,News Sabah Times,Malaysia's economy reaches RM1.45 trillion,2,"['reaches', 0.0516]",[],2019,May,7,0.052,1,1,0.999994227
1533,49,6/5/2019 0:00,The Star,"Economy rebased to 2015, GNI per capita to reach RM47,720 by 2020",2,"['reach', 0.0258]",[],2019,May,6,0.026,1,1,1
1534,50,6/5/2019 0:00, Bernama,Rebasing does not change GDP projection for 2019: DOSM,2,[],[],2019,May,6,0,2,0,-0.999950853
1535,51,6/5/2019 0:00, Bernama,Malaysia's economy reaches new height of RM1.45 tln in 2018,2,"['reaches', 0.0516]",[],2019,May,6,0.052,1,1,1
1536,52,6/5/2019 0:00,Theedgemalaysia,Malaysia's economy reaches new height of RM1.45 trillion in 2018,2,"['reaches', 0.0516]",[],2019,May,6,0.052,1,1,0.999999062
1537,53,6/5/2019 0:00,Theedgemalaysia,rebasing does not change gdp projection for 2019: dosm,2,[],[],2019,May,6,0,2,0,-0.999950853
1538,54,6/5/2019 0:00, Newsmalaysiamsn,Malaysia's economy reaches new height of RM1.45 trillion in 2018,2,"['reaches', 0.0516]",[],2019,May,6,0.052,1,1,0.999999062
1539,55,30/4/2019 0:00, Dailyexpress,sabah eyes rm60b from manufacturing sector by 2030,2,[],[],2019,April,30,0,2,1,0.999999993
1540,56,30/4/2019 0:00,Utusan,The Sabah manufacturing sector is targeted at RM60b by 2030,2,[],[],2019,April,30,0,2,1,1
1541,57,29/4/2019 0:00, Utusan,Sabah Manufacturing Sector Targeted to Generate Rm60 Billion in Income,2,[],[],2019,April,29,0,2,1,0.99999995
1542,58,25/4/2019 0:00, Newsmalaysiamsn,malaysia ends deflation streak in march,2,[],[],2019,April,25,0,2,1,1
1543,59,13/4/2019 0:00,Bernama,malaysian businesses can reach 179 mln active buyers on ebay,2,"['reach', 0.0258, 'active', 0.4019]",[],2019,April,13,0.421,1,0,-0.986884634
1544,60,26/3/2019 0:00, Codeblue,Escaping the Poverty-Nutrition Trap - Dr. Madeline Berma,2,"['Escaping', 0.0516]","['Trap', -0.3182]",2019,March,26,-0.273,0,1,0.999991456
1545,61,18/3/2019 0:00, Din Merican,Does Gdp Truly Reflect A Nation’s Progress?,2,"['Truly', 0.4404, 'Progress', 0.4215]",[],2019,March,18,0.691,1,1,1
1546,62,16/3/2019 0:00, Malaysians Must Know The Truth,Does Gdp Truly Reflect A Nation's Progress?,2,"['Truly', 0.4404, 'Progress', 0.4215]",[],2019,March,16,0.691,1,1,1
1547,63,1/2/2019 0:00, Bernama,Federal Territory the pulse of nation's economy - Azmin,2,[],[],2019,February,1,0,2,1,1
1548,64,1/2/2019 0:00,Thesundaily,federal territory the pulse of nation’s economy: azmin,2,[],[],2019,February,1,0,2,1,1
1549,65,1/2/2019 0:00,Theborneopost,federal territory the pulse of nation’s economy – azmin,2,[],[],2019,February,1,0,2,1,1
1550,66,1/2/2019 0:00,Theedgemalaysia,azmin: federal territories the pulse of nation's economy,2,[],[],2019,February,1,0,2,1,1
1551,67,1/2/2019 0:00, Bernama,Federal Territory the pulse of nation's economy - Azmin,2,[],[],2019,February,1,0,2,1,1
1552,68,1/2/2019 0:00,Newsmalaysiamsn,Azmin: Federal Territories the pulse of nation's economy,2,[],[],2019,February,1,0,2,1,1
1553,69,1/2/2019 0:00,Newsmalaysiamsn,azmin: federal territories the pulse of nation's economy,2,[],[],2019,February,1,0,2,1,1
1554,70,1/2/2019 0:00, The Malaysian Times,federal territory the pulse of nation’s economy – azmin ali,2,[],[],2019,February,1,0,2,1,1
1555,71,30/1/2019 0:00, Astro Awani,industrial chain upgrade for SMEs and large firms,2,[],[],2019,January,30,0,2,1,1
1556,72,20/1/2019 0:00,The Third Force,let’s not forget the cha-cha-cha guan eng did with tommy thomas and richard malanjum,2,[],"['forget', -0.2263]",2019,January,20,0.17,1,1,0.999999517
1557,1,9/11/2019 0:00,Dialog Rakyat,"Real estate, don't let the people squander",0,[],[],2019,November,9,0,2,1,1
1558,2,8/11/2019 0:00,Malaysia Kini Bm,national+general,0,[],[],2019,November,8,0,2,1,0.999998121
1559,3,16/10/2019 0:00,Thesundaily,Local digital economy's growth slows in 2018,0,"['growth', 0.3818]",[],2019,October,16,0.382,1,1,1
1560,4,16/10/2019 0:00,Thesundaily,local digital economy’s growth slows in 2018,0,"['growth', 0.3818]",[],2019,October,16,0.382,1,1,1
1561,5,9/10/2019 0:00,Bernama,MATRADE steps up efforts to promote exports in the midst of a trade war,0,[],[],2019,October,9,-0.318,0,1,0.999999768
1562,6,9/10/2019 0:00,Bernama,Matrade bolsters export promotion efforts amid trade war,0,[],"['war', -0.5994]",2019,October,9,-0.599,0,1,1
1563,7,9/10/2019 0:00,Bernama,Matrade bolsters export promotion efforts amid trade war,0,[],"['war', -0.5994]",2019,October,9,-0.599,0,1,1
1564,8,26/9/2019 0:00,Malaysians Must Know The Truth,Creating 'bankable' housebuyers overnight is perilous,0,"['Creating', 0.296]",[],2019,September,26,0.296,1,1,0.999995229
1565,9,12/9/2019 0:00,The Star Malaysia,Controlling Rising Healthcare Costs Is Not A Magic Solution,0,"['Solution', 0.3182]",[],2019,September,12,-0.241,0,0,-0.999999995
1566,10,6/9/2019 0:00,Pahang Selamat Rakyat Nikmat,when the main Muslim product is interpreted as a non-Muslim boycott,0,[],[],2019,September,6,-0.318,0,0,-0.999999571
1567,11,6/9/2019 0:00,Bharian,"women and business, separated no",0,[],[],2019,September,6,-0.296,0,0,-0.99999925
1568,12,26/8/2019 0:00,Theedgemalaysia,"the week ahead: start of najib’s 1mdb trial, banks’ 2q results in focus",0,[],[],2019,August,26,0,2,1,0.999999999
1569,13,22/8/2019 0:00,The Malaysian Insight,"40,000 unemployed graduates in Sabah",0,[],[],2019,August,22,0,2,0,-0.99999984
1570,14,15/8/2019 0:00,Malaysia Kini Bm,National+general,0,[],[],2019,August,15,0,2,1,0.999998121
1571,15,5/8/2019 0:00,Theedgemalaysia,"the week ahead: eyes on us-china trade tensions, june ipi",0,[],"['tensions', -0.4019]",2019,August,5,-0.402,0,1,0.999999781
1572,16,8/7/2019 0:00,Newsmalaysiamsn,The State of the Nation: Growth critical to cutting Malaysia's debt noose,0,"['Growth', 0.3818]","['critical', -0.3182, 'cutting', -0.128, 'debt', -0.3612]",2019,July,8,-0.402,0,0,-0.62136996
1573,17,20/6/2019 0:00,Kopiandproperty,FM: Our household debts are down. Start lending more please,0,"['please', 0.3182]",[],2019,June,20,0.38,1,1,0.999775691
1574,18,19/6/2019 0:00,Malaysia Gazette,"Household debt has gone down, banks need to expand access to loans - MalaysiaGazette",0,[],[],2019,June,19,-0.052,0,0,-0.999623168
1575,19,19/6/2019 0:00,Newsmalaysiamsn,"Finance minister: Household debt down, banks please lend to new homebuyers",0,"['please', 0.3182]","['debt', -0.3612]",2019,June,19,-0.052,0,1,0.999876318
1576,20,18/6/2019 0:00,Theborneopost,malaysia’s unemployment may reach 3.9 per cent in 2019,0,"['reach', 0.0258]","['unemployment', -0.4404]",2019,June,18,-0.421,0,1,0.999979689
1577,21,31/5/2019 0:00,Utusan,Don't sacrifice the performance of local universities with excessive backdoor quotas,0,[],[],2019,May,31,0,2,0,-1
1578,22,27/5/2019 0:00,Theedgemalaysia,The Week Ahead: Busy final week of corporate earnings announcements,0,[],[],2019,May,27,0,2,1,0.999913154
1579,23,14/5/2019 0:00,Theborneopost,Malaysia's IPI gains pace but 1Q GDP likely to weakened,0,"['gains', 0.34]","['weakened', -0.3182]",2019,May,14,-0.307,0,1,0.983684571
1580,24,4/3/2019 0:00,Theedgemalaysia,my say: boosting the local economy through myth busting,0,"['boosting', 0.34]",[],2019,March,4,0.34,1,0,-0.999998811
1581,25,1/2/2019 0:00,Theborneopost,"outwardly rich, inwardly poor",0,"['rich', 0.5574]","['poor', -0.4767]",2019,February,1,0.128,1,0,-1
1582,26,19/1/2019 0:00,Malaysia Kini Bm,national+general,0,[],[],2019,January,19,0,2,1,0.999998121
1583,27,19/1/2019 0:00,Bernama,"business sentiment is weak, too important to ignore",0,[],[],2019,January,19,-0.557,0,0,-1
1584,28,19/1/2019 0:00,Mole,"weak business sentiment, too big to ignore",0,[],"['weak', -0.4404, 'ignore', -0.3612]",2019,January,19,-0.66,0,0,-1
1585,29,11/1/2019 0:00,Kamaluddins Blog,"Ph regime's policies are not clear, unstable politics affect the country's economy",0,[],[],2019,January,11,-0.019,0,1,0.999984231
1586,30,4/1/2019 0:00,The Malay Mail Online,"headwinds abound for singapore, but economists say the silver lining lies in asean",0,[],"['lies', -0.4215]",2019,January,4,-0.572,0,1,0.999180933
1587,1,31/12/2019 0:00, Malaysia Dateline Amanah,Digitization of the country's economy benefits everyone,1,[],[],2019,December,31,0.382,1,1,1
1588,2,18/12/2019 0:00,Bernama,2019 marks year of SME empowerment,1,[],[],2019,December,18,0,2,1,1
1589,3,6/12/2019 0:00, Focus Malaysia,PropertyGuru anticipates glimmers of opportunity,1,"['opportunity', 0.4215]",[],2019,December,6,0.421,1,1,1
1590,4,5/12/2019 0:00, The Star Malaysia,malaysia's economy likely to grow in january–march 2020,1,[],[],2019,December,5,0,2,1,1
1591,5,5/12/2019 0:00, The Malaysian Times,Malaysia's economy is expected to grow in January-March 2020,1,[],[],2019,December,5,0,2,1,1
1592,6,5/12/2019 0:00, Sinarharian,Malaysia's economy is expected to grow next January-March,1,[],[],2019,December,5,0,2,1,1
1593,7,5/12/2019 0:00, The Malay Mail Online,chief statistician: malaysia’s economy likely to grow in jan–march 2020,1,[],[],2019,December,5,0,2,1,1
1594,8,5/12/2019 0:00,Bernama,Malaysia's economy is expected to grow in January-March 2020,1,[],[],2019,December,5,0,2,1,1
1595,9,5/12/2019 0:00,Bernama,Malaysias economy likely to grow in January-March 2020,1,[],[],2019,December,5,0,2,1,1
1596,10,13/11/2019 0:00, The Malay Mail Online,"minister: govt to provide rm20.7b in cash, incentives over five years for digitalisation",1,"['incentives', 0.3182]",[],2019,November,13,0.318,1,1,0.999999515
1597,11,13/11/2019 0:00,Bernama,"Govt to provide RM20.7 billion in cash, incentives over 5 years for digitalisation",1,"['incentives', 0.3182]",[],2019,November,13,0.318,1,1,0.999614156
1598,12,12/11/2019 0:00,Theedgemalaysia,"Global players remain drawn to Malaysia's economy, strategic location - IQI chief economist | The Edge Markets",1,[],[],2019,November,12,0,2,1,1
1599,13,12/11/2019 0:00,Theedgemalaysia,"global players remain drawn to malaysia’s economy, strategic location — iqi chief economist",1,[],[],2019,November,12,0,2,1,1
1600,14,12/11/2019 0:00, Bernama,"Global players remain drawn to Malaysias economy, strategic location - IQI chief economist",1,[],[],2019,November,12,0,2,1,1
1601,15,11/11/2019 0:00, Theedgemalaysia,"the week ahead: eye on 3q gdp, singles’ day and trump impeachment inquiry",1,[],[],2019,November,11,0,2,1,0.999999541
1602,16,7/11/2019 0:00, The Malay Mail Online,bank rakyat aims to achieve all the un sustainable development goals,1,[],[],2019,November,7,0,2,1,1
1603,17,16/10/2019 0:00,Thesundaily,Malaysia's digital economy contributes 18.5% to GDP in 2018,1,[],[],2019,October,16,0,2,1,1
1604,18,5/10/2019 0:00,Bernama,Rationalization of funding institutions to meet the requirements of SME participation - WKB2030,1,[],[],2019,October,5,0,2,0,-0.59944143
1605,19,4/10/2019 0:00,Bernama,Shared Prosperity Vision is new national development narrative,1,"['Shared', 0.34, 'Vision', 0.25]",[],2019,October,4,0.527,1,1,1
1606,20,1/10/2019 0:00, The Malay Mail Online,midf research sees higher gdp growth in 2h19,1,"['growth', 0.3818]",[],2019,October,1,0.382,1,1,0.999999988
1607,21,1/10/2019 0:00,Bernama,MIDF Research sees higher GDP growth in 2H19,1,"['growth', 0.3818]",[],2019,October,1,0.382,1,1,0.999999988
1608,22,24/9/2019 0:00, Digital News Asia,malaysia's gain companies poised for global impact,1,"['gain', 0.5267, 'poised', 0.25]",[],2019,September,24,0.66,1,1,1
1609,23,23/9/2019 0:00, Theedgemalaysia,The Week Ahead: 1mdb’s First Ceo To Testify After Explosive Revelations,1,[],[],2019,September,23,0,2,1,1
1610,24,21/9/2019 0:00, The Star Malaysia,underqualified and overqualified fresh graduates,1,"['fresh', 0.3182]",[],2019,September,21,0.318,1,1,0.999999973
1611,25,19/9/2019 0:00, Malaysia Kini Bm,National+general,1,[],[],2019,September,19,0,2,1,0.999998121
1612,26,18/9/2019 0:00, Kopiandproperty,Thematic Property Investment: Education As A Catalyst.,1,[],[],2019,September,18,0,2,1,1
1613,27,6/9/2019 0:00, Indahnya Islam,100 mandatory facts to support Muslim and indigenous products,1,[],[],2019,September,6,0.459,1,0,-0.999991187
1614,28,6/9/2019 0:00, Dialog Rakyat,100 mandatory facts to support Muslim and indigenous products,1,[],[],2019,September,6,0.459,1,0,-0.999991187
1615,29,5/9/2019 0:00, The Patriots,100 arguments why you should support the #bmbf campaign,1,[],[],2019,September,5,0,2,0,-0.999999988
1616,30,5/9/2019 0:00,Penangkini,100 mandatory facts to support Muslim products & bumiputera products,1,[],[],2019,September,5,0.459,1,0,-0.999999999
1617,31,5/9/2019 0:00,Theedgemalaysia,My Say: The Unconventional Role Of Smes And Micro-enterprises For Economic Development,1,[],[],2019,September,5,0,2,1,1
1618,32,4/9/2019 0:00,Theedgemalaysia,My Say: Gauging Consumer And Business Optimism,1,"['Optimism', 0.5423]",[],2019,September,4,0.542,1,1,0.999943234
1619,33,4/9/2019 0:00, The Malaysian Reserve,lazada ready for digital tax,1,"['ready', 0.3612]",[],2019,September,4,0.361,1,1,1
1620,34,20/8/2019 0:00, New Strait Times,Guan Eng: Malaysia's sustained economic growth continues to attracts FDI,1,"['growth', 0.3818, 'attracts', 0.4019]",[],2019,August,20,0.649,1,1,1
1621,35,20/8/2019 0:00, The Malay Mail Online,Mof: Increase In Fitch Gdp Growth Projection Due To Steady Rise In Fdi,1,"['Increase', 0.3182, 'Growth', 0.3818]",[],2019,August,20,0.599,1,1,0.999999808
1622,36,20/8/2019 0:00,Theborneopost,‘future gdp growth hinges on global devt’,1,"['growth', 0.3818]",[],2019,August,20,0.382,1,1,1
1623,37,20/8/2019 0:00, News Yahoo Malaysia,MoF: Increase in Fitch GDP growth projection due to steady rise in FDI,1,"['Increase', 0.3182, 'growth', 0.3818]",[],2019,August,20,0.599,1,1,0.999999808
1624,38,19/8/2019 0:00, The Malay Mail Online,Azmin: Malaysia Will Remain Vigilant Despite Stronger Growth In Q2,1,"['Vigilant', 0.1779, 'Stronger', 0.3818, 'Growth', 0.3818]",[],2019,August,19,-0.396,0,1,1
1625,39,19/8/2019 0:00, News Sabah Times,Would-be entrepreneurs urged to make use of SMEs Opportunities for B40 Group Programme,1,"['Opportunities', 0.3818]",[],2019,August,19,0.382,1,1,1
1626,40,18/8/2019 0:00, Freemalaysiatoday,Azmin Pledges Vigilance Against Economic Headwinds,1,[],[],2019,August,18,0,2,1,0.999999968
1627,41,18/8/2019 0:00,Bernama,Malaysia will remain vigilant despite Q2 stronger growth -- Azmin,1,"['vigilant', 0.1779, 'stronger', 0.3818, 'growth', 0.3818]",[],2019,August,18,-0.396,0,1,1
1628,42,18/8/2019 0:00, The Malay Mail Online,Azmin: Malaysia Will Remain Vigilant Despite Stronger Growth In Q2,1,"['Vigilant', 0.1779, 'Stronger', 0.3818, 'Growth', 0.3818]",[],2019,August,18,-0.396,0,1,1
1629,43,18/8/2019 0:00, Malaysians Must Know The Truth,azmin pledges vigilance against economic headwinds,1,[],[],2019,August,18,0,2,1,0.999999968
1630,44,15/8/2019 0:00,Freemalaysiatoday,"stop playing the blame game and admit the facts, ngo tells warisan",1,"['playing', 0.2023, 'admit', 0.2023]","['stop', -0.296, 'blame', -0.34]",2019,August,15,-0.25,0,0,-1
1631,45,15/8/2019 0:00, Malaysians Must Know The Truth,"Stop playing the blame game and admit the facts, NGO tells Warisan",1,"['playing', 0.2023, 'admit', 0.2023]","['Stop', -0.296, 'blame', -0.34]",2019,August,15,-0.25,0,0,-1
1632,46,9/8/2019 0:00, New Strait Times,Malaysia's economy seen to grow 4.5pc to RM1.51 trillion,1,[],[],2019,August,9,0,2,1,0.999999061
1633,47,2/8/2019 0:00, Digital News Asia,"SME contribution to Malaysian GDP rises to 38.3%, valued at US$126.3b",1,"['valued', 0.4404]",[],2019,August,2,0.44,1,1,0.999999782
1634,48,2/8/2019 0:00, Digital News Asia,"SME contribution to Malaysian GDP rises to 38.3%, valued at US$126.3b",1,"['valued', 0.4404]",[],2019,August,2,0.44,1,1,0.999999782
